* This is file ffperm5.dat and it contains the permutations for the determinant 
* \delta^{s1 s2 s3 s4 s5}_{s1 s2 s3 s4 s5} (327 lines).  The first two lines are skipped.
 1, 2, 3, 4, 5,  1, 2, 3, 4, 9,  1, 2, 3,10, 4,  1, 2, 3, 4,13,
 1, 2, 3,15, 4,  1, 2, 3, 8, 5,  1, 2, 3, 5, 9,  1, 2, 3,12, 5,
 1, 2, 3, 5,14,  1, 2, 3, 8, 9,  1, 2, 3,10, 8,  1, 2, 3, 8,13,
 1, 2, 3,15, 8,  1, 2, 3, 9,10,  1, 2, 3,12, 9,  1, 2, 3,13, 9,
 1, 2, 3, 9,14,  1, 2, 3, 9,15,  1, 2, 3,10,12,  1, 2, 3,14,10,
 1, 2, 3,12,13,  1, 2, 3,15,12,  1, 2, 3,13,14,  1, 2, 3,14,15,
 1, 2, 4, 5, 7,  1, 2, 4, 8, 5,  1, 2, 4, 5,11,  1, 2, 4,13, 5,
 1, 2, 4, 9, 7,  1, 2, 4, 7,10,  1, 2, 4,13, 7,  1, 2, 4, 7,15,
 1, 2, 4, 8, 9,  1, 2, 4,10, 8,  1, 2, 4, 8,13,  1, 2, 4,15, 8,
 1, 2, 4, 9,11,  1, 2, 4,13, 9,  1, 2, 4,11,10,  1, 2, 4,10,13,
 1, 2, 4,13,11,  1, 2, 4,11,15,  1, 2, 4,15,13,  1, 2, 5, 7, 8,
 1, 2, 5, 9, 7,  1, 2, 5, 7,12,  1, 2, 5,14, 7,  1, 2, 5, 8, 9,
 1, 2, 5,11, 8,  1, 2, 5,12, 8,  1, 2, 5, 8,13,  1, 2, 5, 8,14,
 1, 2, 5, 9,11,  1, 2, 5,13, 9,  1, 2, 5,11,12,  1, 2, 5,14,11,
 1, 2, 5,12,13,  1, 2, 5,13,14,  1, 2, 7, 8, 9,  1, 2, 7,10, 8,
 1, 2, 7, 8,13,  1, 2, 7,15, 8,  1, 2, 7, 9,10,  1, 2, 7,12, 9,
 1, 2, 7,13, 9,  1, 2, 7, 9,14,  1, 2, 7, 9,15,  1, 2, 7,10,12,
 1, 2, 7,14,10,  1, 2, 7,12,13,  1, 2, 7,15,12,  1, 2, 7,13,14,
 1, 2, 7,14,15,  1, 2, 8,10, 9,  1, 2, 8, 9,11,  1, 2, 8, 9,12,
 1, 2, 8,14, 9,  1, 2, 8,15, 9,  1, 2, 8,11,10,  1, 2, 8,12,10,
 1, 2, 8,10,13,  1, 2, 8,10,14,  1, 2, 8,13,11,  1, 2, 8,11,15,
 1, 2, 8,13,12,  1, 2, 8,12,15,  1, 2, 8,14,13,  1, 2, 8,15,13,
 1, 2, 8,15,14,  1, 2, 9,10,11,  1, 2, 9,13,10,  1, 2, 9,11,12,
 1, 2, 9,11,13,  1, 2, 9,14,11,  1, 2, 9,15,11,  1, 2, 9,12,13,
 1, 2, 9,13,14,  1, 2, 9,13,15,  1, 2,10,12,11,  1, 2,10,11,14,
 1, 2,10,13,12,  1, 2,10,14,13,  1, 2,11,12,13,  1, 2,11,15,12,
 1, 2,11,13,14,  1, 2,11,14,15,  1, 2,12,15,13,  1, 2,13,15,14,
 1, 3, 4, 6, 5,  1, 3, 4, 5, 7,  1, 3, 4, 5,12,  1, 3, 4,15, 5,
 1, 3, 4, 6, 9,  1, 3, 4,10, 6,  1, 3, 4, 6,13,  1, 3, 4,15, 6,
 1, 3, 4, 9, 7,  1, 3, 4, 7,10,  1, 3, 4,13, 7,  1, 3, 4, 7,15,
 1, 3, 4, 9,12,  1, 3, 4,15, 9,  1, 3, 4,12,10,  1, 3, 4,10,15,
 1, 3, 4,13,12,  1, 3, 4,12,15,  1, 3, 4,15,13,  1, 3, 5, 8, 6,
 1, 3, 5, 6, 9,  1, 3, 5,12, 6,  1, 3, 5, 6,14,  1, 3, 5, 7, 8,
 1, 3, 5, 9, 7,  1, 3, 5, 7,12,  1, 3, 5,14, 7,  1, 3, 5,12, 8,
 1, 3, 5, 8,15,  1, 3, 5, 9,12,  1, 3, 5,15, 9,  1, 3, 5,14,12,
 1, 3, 5,12,15,  1, 3, 5,15,14,  1, 3, 6, 9, 8,  1, 3, 6, 8,10,
 1, 3, 6,13, 8,  1, 3, 6, 8,15,  1, 3, 6,10, 9,  1, 3, 6, 9,12,
 1, 3, 6, 9,13,  1, 3, 6,14, 9,  1, 3, 6,15, 9,  1, 3, 6,12,10,
 1, 3, 6,10,14,  1, 3, 6,13,12,  1, 3, 6,12,15,  1, 3, 6,14,13,
 1, 3, 6,15,14,  1, 3, 7, 8, 9,  1, 3, 7,10, 8,  1, 3, 7, 8,13,
 1, 3, 7,15, 8,  1, 3, 7, 9,10,  1, 3, 7,12, 9,  1, 3, 7,13, 9,
