2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
2 2 2 2 2 2
2 2 2 2 2 2
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
2 2 2 2 2 2
2 2 2 2 2 2
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
2 2 2 2 2 2
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
4 4 4 4 4 4
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
16 16 16 16 16 16
16 16 16 16 16 16
6 6 6 6 6 6
16 16 16 16 16 16
-6 -6 -6 -6 -6 -6
-6 -6 -6 -6 -6 -6
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
16 16 16 16 16 16
16 16 16 16 16 16
6 6 6 6 6 6
16 16 16 16 16 16
-6 -6 -6 -6 -6 -6
-6 -6 -6 -6 -6 -6
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
16 16 16 16 16 16
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-6 -6 -6 -6 -6 -6
-6 -6 -6 -6 -6 -6
-2 -2 -2 -2 -2 -2
16 16 16 16 16 16
-6 -6 -6 -6 -6 -6
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-6 -6 -6 -6 -6 -6
16 16 16 16 16 16
-2 -2 -2 -2 -2 -2
-6 -6 -6 -6 -6 -6
-6 -6 -6 -6 -6 -6
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2
