60	33	8	4
65	35	9	5
70	36	10	5
75	37	11	6
80	38	12	6
85	39	13	6
90	40	13	6
95	41  	14	7
100	42	14	7
105	43	15	8
110	44	16	8
115	46	17	8
120	47	17	8
125	48	18	9
130	50	18	9
135	51	19	10
140	52	19	10
150	55	21	11
160	58	22	11
170	61	23	12
180	64	24	13
190	67	26	14
200	71	27	14
210	75	28	15
220	80	29	16
230	92	30	17
240	103	31	18
250	108	32	18
260	111	34	19
270	112	35	20
280	112	36	21
290	112	37	22
300	111	38	23
310	108	39	23
320	105	40	24
330	101	41	25
340	95	42	26
350	87	43	26
360	82	44	25
370	82	46	25
380	81	47	24
390	81	48	24
400	81	49	23
410	82	50	23
420	83	51	23
430	85	52	22
440	86	53	21
450	87	53	21
460	89	54	20
470	91	55	19
480	92	56	19
490	94	57	18
500	96	58	17
510	97	59	16
520	99	60	15
530	101	61	14
540	102	62	12
550	104	63	11
560	106	64	10
570	107	65	8
580	109	66	5
590	111	67	2
600	113	68	6
610	115	69	8
620	117	70	10
630	119	71	12
640	121	72	14
650	127	73	16
660	129	74	17
670	131	75	19
680	133	76	21
690	135	77	22
700	137	78	24
710	139	79	25
720	141	79	27
730	143	80	28
740	146	81	30
750	148	82	32
760	150	83	33
770	152	84	35
780	154	85	44
790	156	86	45
800	158	87	46
900	180	95	65
1000	202	103	279
1100	223	113	277    
1200	243	122	275
1400	284	138	282
1500	305	147	287
1600	324	154	292
1800	362	171	305
2000	398	189	318
2300	451	213	340
2600	502	237	358
2900	547	260	381
3200	589	282	404
3500	640	306	425
